y,x,street_count,highway,geometry
9.9563903,78.1169966,4,,POINT (78.1169966 9.9563903)
9.9564552,78.1211972,3,,POINT (78.1211972 9.9564552)
9.9564387,78.1161754,4,,POINT (78.1161754 9.9564387)
9.9564847,78.1122928,3,,POINT (78.1122928 9.9564847)
9.9564402,78.1158898,3,,POINT (78.1158898 9.9564402)
9.9565071,78.1185557,3,,POINT (78.1185557 9.9565071)
9.9565123,78.0985689,3,,POINT (78.0985689 9.9565123)
9.9567098,78.1162158,1,,POINT (78.1162158 9.9567098)
9.9566406,78.115187,3,,POINT (78.115187 9.9566406)
9.9566995,78.1122649,3,,POINT (78.1122649 9.9566995)
9.9566583,78.1174327,4,,POINT (78.1174327 9.9566583)
9.9567157,78.0946233,3,,POINT (78.0946233 9.9567157)
9.9567188,78.1116163,3,,POINT (78.1116163 9.9567188)
9.9567488,78.1094697,1,,POINT (78.1094697 9.9567488)
9.9567657,78.0976241,3,,POINT (78.0976241 9.9567657)
9.9567905,78.1032714,3,,POINT (78.1032714 9.9567905)
9.9568102,78.0939314,4,,POINT (78.0939314 9.9568102)
9.956815,78.1098663,3,,POINT (78.1098663 9.956815)
9.9569167,78.1116293,3,,POINT (78.1116293 9.9569167)
9.9569184,78.1122589,3,,POINT (78.1122589 9.9569184)
9.9569245,78.1158988,3,,POINT (78.1158988 9.9569245)
9.9569421,78.1177734,3,,POINT (78.1177734 9.9569421)
9.956975,78.1084419,3,,POINT (78.1084419 9.956975)
9.9570059,78.109177,3,,POINT (78.109177 9.9570059)
9.9569965,78.1089569,4,,POINT (78.1089569 9.9569965)
9.9571346,78.0970447,3,,POINT (78.0970447 9.9571346)
9.9570107,78.1174546,4,,POINT (78.1174546 9.9570107)
9.9570332,78.0985109,3,,POINT (78.0985109 9.9570332)
9.9570579,78.0946678,4,,POINT (78.0946678 9.9570579)
9.9570504,78.1171143,3,,POINT (78.1171143 9.9570504)
9.95707,78.1101316,3,,POINT (78.1101316 9.95707)
9.9570869,78.1168019,3,,POINT (78.1168019 9.9570869)
9.9570894,78.1101646,3,,POINT (78.1101646 9.9570894)
9.9571182,78.0977107,3,,POINT (78.0977107 9.9571182)
9.9571261,78.1116429,3,,POINT (78.1116429 9.9571261)
9.9569416,78.0973367,3,,POINT (78.0973367 9.9569416)
9.9571296,78.0939564,4,,POINT (78.0939564 9.9571296)
9.9571303,78.1122531,3,,POINT (78.1122531 9.9571303)
9.9571515,78.118566,3,,POINT (78.118566 9.9571515)
9.957215,78.0967399,3,,POINT (78.0967399 9.957215)
9.9572379,78.1167636,3,,POINT (78.1167636 9.9572379)
9.9572533,78.1178079,3,,POINT (78.1178079 9.9572533)
9.9572585,78.1159319,4,,POINT (78.1159319 9.9572585)
9.9573261,78.1122477,3,,POINT (78.1122477 9.9573261)
9.9573261,78.1126055,3,,POINT (78.1126055 9.9573261)
9.9573269,78.1122117,3,,POINT (78.1122117 9.9573269)
9.9573395,78.1116568,3,,POINT (78.1116568 9.9573395)
9.9573558,78.1108169,3,,POINT (78.1108169 9.9573558)
9.9573909,78.0947185,4,,POINT (78.0947185 9.9573909)
9.9574337,78.0999971,3,,POINT (78.0999971 9.9574337)
9.9574642,78.1097396,3,,POINT (78.1097396 9.9574642)
9.9574733,78.093991,4,,POINT (78.093991 9.9574733)
9.9576667,78.0947523,3,,POINT (78.0947523 9.9576667)
9.9575379,78.0984197,3,,POINT (78.0984197 9.9575379)
9.9575346,78.1178373,3,,POINT (78.1178373 9.9575346)
9.9575109,78.1032388,3,,POINT (78.1032388 9.9575109)
9.9575491,78.1166849,3,,POINT (78.1166849 9.9575491)
9.957578,78.0930373,1,,POINT (78.0930373 9.957578)
9.9575572,78.1171104,4,,POINT (78.1171104 9.9575572)
9.9576375,78.1091466,3,,POINT (78.1091466 9.9576375)
9.9576499,78.1094863,3,,POINT (78.1094863 9.9576499)
9.9576997,78.1018718,4,,POINT (78.1018718 9.9576997)
9.9576806,78.1192963,3,,POINT (78.1192963 9.9576806)
9.957728,78.1187664,3,,POINT (78.1187664 9.957728)
9.9578819,78.1098505,3,,POINT (78.1098505 9.9578819)
9.9578493,78.1184898,3,,POINT (78.1184898 9.9578493)
9.9578582,78.1166066,3,,POINT (78.1166066 9.9578582)
9.9578657,78.1171081,3,,POINT (78.1171081 9.9578657)
9.9579136,78.1031896,3,,POINT (78.1031896 9.9579136)
9.9579358,78.1165869,3,,POINT (78.1165869 9.9579358)
9.9579227,78.1138899,3,,POINT (78.1138899 9.9579227)
9.9579574,78.116001,3,,POINT (78.116001 9.9579574)
9.9579584,78.102763,3,,POINT (78.102763 9.9579584)
9.958027,78.1185231,1,,POINT (78.1185231 9.958027)
9.9580352,78.1106936,3,,POINT (78.1106936 9.9580352)
9.9580497,78.1098952,3,,POINT (78.1098952 9.9580497)
9.9580948,78.0983455,3,,POINT (78.0983455 9.9580948)
9.9580836,78.1007774,4,,POINT (78.1007774 9.9580836)
9.958119,78.1126447,3,,POINT (78.1126447 9.958119)
9.9581059,78.1192522,3,,POINT (78.1192522 9.9581059)
9.9581525,78.1122616,4,,POINT (78.1122616 9.9581525)
9.9581274,78.1012344,3,,POINT (78.1012344 9.9581274)
9.9582012,78.097634,3,,POINT (78.097634 9.9582012)
9.9582703,78.097294,3,,POINT (78.097294 9.9582703)
9.9582974,78.1106797,3,,POINT (78.1106797 9.9582974)
9.9583702,78.0983042,4,,POINT (78.0983042 9.9583702)
9.9583703,78.0969664,3,,POINT (78.0969664 9.9583703)
9.9584691,78.0966421,3,,POINT (78.0966421 9.9584691)
9.9584762,78.1031517,3,,POINT (78.1031517 9.9584762)
9.9585036,78.1164622,4,,POINT (78.1164622 9.9585036)
9.9585065,78.1036858,4,,POINT (78.1036858 9.9585065)
9.9585174,78.1042219,4,,POINT (78.1042219 9.9585174)
9.9585332,78.1007192,3,,POINT (78.1007192 9.9585332)
9.9585735,78.0982698,3,,POINT (78.0982698 9.9585735)
9.9585792,78.0963156,3,,POINT (78.0963156 9.9585792)
9.9585856,78.1075569,4,,POINT (78.1075569 9.9585856)
9.9585713,78.1078864,3,,POINT (78.1078864 9.9585713)
9.9585969,78.11769,3,,POINT (78.11769 9.9585969)
9.9585648,78.1083498,4,,POINT (78.1083498 9.9585648)
9.9586089,78.108843,3,,POINT (78.108843 9.9586089)
9.9586286,78.1174829,3,,POINT (78.1174829 9.9586286)
9.9586542,78.1105504,3,,POINT (78.1105504 9.9586542)
9.9586588,78.1106664,3,,POINT (78.1106664 9.9586588)
9.9586597,78.1027435,4,,POINT (78.1027435 9.9586597)
9.9586693,78.1031387,3,,POINT (78.1031387 9.9586693)
9.958674,78.1171869,3,,POINT (78.1171869 9.958674)
9.9586753,78.113233,3,,POINT (78.113233 9.9586753)
9.958684,78.1113006,3,,POINT (78.1113006 9.958684)
9.9587848,78.1163666,3,,POINT (78.1163666 9.9587848)
9.9588646,78.1105368,4,,POINT (78.1105368 9.9588646)
9.9588593,78.099461,4,,POINT (78.099461 9.9588593)
9.958906,78.0963894,1,,POINT (78.0963894 9.958906)
9.9589148,78.1132637,3,,POINT (78.1132637 9.9589148)
9.9589552,78.1124026,3,,POINT (78.1124026 9.9589552)
9.9589222,78.1090573,3,,POINT (78.1090573 9.9589222)
9.9589393,78.1094108,4,,POINT (78.1094108 9.9589393)
9.9589526,78.1096876,3,,POINT (78.1096876 9.9589526)
9.9590104,78.1118452,3,,POINT (78.1118452 9.9590104)
9.9589934,78.100649,4,,POINT (78.100649 9.9589934)
9.9589657,78.0982123,3,,POINT (78.0982123 9.9589657)
9.9590413,78.1031136,3,,POINT (78.1031136 9.9590413)
9.9590438,78.1027764,4,,POINT (78.1027764 9.9590438)
9.9590817,78.1116255,3,,POINT (78.1116255 9.9590817)
9.9591233,78.1018885,3,,POINT (78.1018885 9.9591233)
9.9591491,78.1114178,3,,POINT (78.1114178 9.9591491)
9.9592144,78.1112165,3,,POINT (78.1112165 9.9592144)
9.9592366,78.1090354,3,,POINT (78.1090354 9.9592366)
9.9592266,78.1186495,3,,POINT (78.1186495 9.9592266)
9.959248,78.1096934,3,,POINT (78.1096934 9.959248)
9.959254,78.1099323,3,,POINT (78.1099323 9.959254)
9.9592543,78.1093904,4,,POINT (78.1093904 9.9592543)
9.9592547,78.1099603,3,,POINT (78.1099603 9.9592547)
9.9592688,78.1105229,3,,POINT (78.1105229 9.9592688)
9.9592694,78.1096938,3,,POINT (78.1096938 9.9592694)
9.9592811,78.1110111,3,,POINT (78.1110111 9.9592811)
9.9592999,78.1125139,3,,POINT (78.1125139 9.9592999)
9.9592791,78.0981698,4,,POINT (78.0981698 9.9592791)
9.9592955,78.0983594,3,,POINT (78.0983594 9.9592955)
9.9594718,78.1006158,4,,POINT (78.1006158 9.9594718)
9.9594811,78.1120172,4,,POINT (78.1120172 9.9594811)
9.9594918,78.1154994,3,,POINT (78.1154994 9.9594918)
9.9594691,78.1131771,3,,POINT (78.1131771 9.9594691)
9.959565,78.1117811,3,,POINT (78.1117811 9.959565)
9.9595927,78.1018753,4,,POINT (78.1018753 9.9595927)
9.9595982,78.1149524,3,,POINT (78.1149524 9.9595982)
9.9595876,78.1186553,3,,POINT (78.1186553 9.9595876)
9.9596542,78.1078669,3,,POINT (78.1078669 9.9596542)
9.9596963,78.1005971,3,,POINT (78.1005971 9.9596963)
9.9596482,78.1126335,3,,POINT (78.1126335 9.9596482)
9.9597658,78.1049161,4,,POINT (78.1049161 9.9597658)
9.9597425,78.0982938,3,,POINT (78.0982938 9.9597425)
9.9598015,78.1074517,4,,POINT (78.1074517 9.9598015)
9.959871,78.1005826,3,,POINT (78.1005826 9.959871)
9.9598166,78.1121469,3,,POINT (78.1121469 9.9598166)
9.959903,78.0962703,3,,POINT (78.0962703 9.959903)
9.9599112,78.1014549,3,,POINT (78.1014549 9.9599112)
9.9599131,78.1118929,3,,POINT (78.1118929 9.9599131)
9.9599754,78.100574,3,,POINT (78.100574 9.9599754)
9.9601906,78.1098258,3,,POINT (78.1098258 9.9601906)
9.9600209,78.0958122,4,,POINT (78.0958122 9.9600209)
9.9601356,78.110037,3,,POINT (78.110037 9.9601356)
9.9601426,78.0998906,3,,POINT (78.0998906 9.9601426)
9.9600763,78.1022231,3,,POINT (78.1022231 9.9600763)
9.9601168,78.1113132,4,,POINT (78.1113132 9.9601168)
9.9602164,78.1026389,3,,POINT (78.1026389 9.9602164)
9.9602,78.109325,1,,POINT (78.109325 9.9602)
9.9602202,78.0950957,4,,POINT (78.0950957 9.9602202)
9.9602354,78.0995068,4,,POINT (78.0995068 9.9602354)
9.9602671,78.1152946,1,,POINT (78.1152946 9.9602671)
9.9604956,78.1030153,4,,POINT (78.1030153 9.9604956)
9.9605047,78.1035267,4,,POINT (78.1035267 9.9605047)
9.9604794,78.1040713,4,,POINT (78.1040713 9.9604794)
9.9605075,78.1048885,3,,POINT (78.1048885 9.9605075)
9.9605141,78.1012263,3,,POINT (78.1012263 9.9605141)
9.9605206,78.1008419,3,,POINT (78.1008419 9.9605206)
9.960522,78.1127106,3,,POINT (78.1127106 9.960522)
9.9605287,78.1073776,3,,POINT (78.1073776 9.9605287)
9.9605211,78.1078242,3,,POINT (78.1078242 9.9605211)
9.9605332,78.1081588,3,,POINT (78.1081588 9.9605332)
9.9606184,78.1120509,3,,POINT (78.1120509 9.9606184)
9.9606544,78.1014372,4,,POINT (78.1014372 9.9606544)
9.9606624,78.1116456,3,,POINT (78.1116456 9.9606624)
9.9606655,78.1011379,3,,POINT (78.1011379 9.9606655)
9.960803,78.1093639,3,,POINT (78.1093639 9.960803)
9.9608655,78.101835,4,,POINT (78.101835 9.9608655)
9.960879,78.0988718,3,,POINT (78.0988718 9.960879)
9.9609712,78.1089245,3,,POINT (78.1089245 9.9609712)
9.9610298,78.1086579,4,,POINT (78.1086579 9.9610298)
9.9609929,78.1059708,4,,POINT (78.1059708 9.9609929)
9.9610811,78.1022497,4,,POINT (78.1022497 9.9610811)
9.9611985,78.1000678,3,,POINT (78.1000678 9.9611985)
9.9612098,78.111735,3,,POINT (78.111735 9.9612098)
9.9612497,78.1026519,4,,POINT (78.1026519 9.9612497)
9.961322,78.1117533,3,,POINT (78.1117533 9.961322)
9.9612791,78.1040407,4,,POINT (78.1040407 9.9612791)
9.9613391,78.1008524,3,,POINT (78.1008524 9.9613391)
9.9613967,78.1010824,3,,POINT (78.1010824 9.9613967)
9.9614126,78.1074845,3,,POINT (78.1074845 9.9614126)
9.9613696,78.1034772,4,,POINT (78.1034772 9.9613696)
9.9614375,78.1153037,3,,POINT (78.1153037 9.9614375)
9.9614471,78.1111005,3,,POINT (78.1111005 9.9614471)
9.961501,78.100153,3,,POINT (78.100153 9.961501)
9.9615068,78.1001111,3,,POINT (78.1001111 9.9615068)
9.9615099,78.1015678,3,,POINT (78.1015678 9.9615099)
9.9615042,78.1025178,3,,POINT (78.1025178 9.9615042)
9.9616634,78.1070685,3,,POINT (78.1070685 9.9616634)
9.9615683,78.0997643,4,,POINT (78.0997643 9.9615683)
9.9616548,78.0993949,4,,POINT (78.0993949 9.9616548)
9.9617244,78.099064,3,,POINT (78.099064 9.9617244)
9.9617374,78.0990026,3,,POINT (78.0990026 9.9617374)
9.9623439,78.1060285,4,,POINT (78.1060285 9.9623439)
9.9621104,78.1040764,3,,POINT (78.1040764 9.9621104)
9.962079,78.1120634,3,,POINT (78.1120634 9.962079)
9.9620821,78.1078331,4,,POINT (78.1078331 9.9620821)
9.9621852,78.106859,3,,POINT (78.106859 9.9621852)
9.962287,78.1065286,3,,POINT (78.1065286 9.962287)
9.9623493,78.111384,4,,POINT (78.111384 9.9623493)
9.9624526,78.0999425,4,,POINT (78.0999425 9.9624526)
9.9624831,78.1099649,3,,POINT (78.1099649 9.9624831)
9.9625544,78.1188707,3,,POINT (78.1188707 9.9625544)
9.9626882,78.1162311,3,,POINT (78.1162311 9.9626882)
9.9624931,78.1003759,4,,POINT (78.1003759 9.9624931)
9.9628076,78.1079648,3,,POINT (78.1079648 9.9628076)
9.9627718,78.1113317,3,,POINT (78.1113317 9.9627718)
9.9628169,78.0996019,4,,POINT (78.0996019 9.9628169)
9.9629475,78.1101063,4,,POINT (78.1101063 9.9629475)
9.963103,78.0993975,4,,POINT (78.0993975 9.963103)
9.9639482,78.1102642,4,,POINT (78.1102642 9.9639482)
9.9640655,78.0930321,1,,POINT (78.0930321 9.9640655)
9.9641167,78.1003288,3,,POINT (78.1003288 9.9641167)
9.9641606,78.1000235,3,,POINT (78.1000235 9.9641606)
9.9640407,78.0933214,1,,POINT (78.0933214 9.9640407)
9.9643144,78.110322,4,,POINT (78.110322 9.9643144)
9.9644555,78.1094293,1,,POINT (78.1094293 9.9644555)
9.9645845,78.099839,1,,POINT (78.099839 9.9645845)
9.9646042,78.0993619,3,,POINT (78.0993619 9.9646042)
9.9646456,78.1103589,4,,POINT (78.1103589 9.9646456)
9.9647714,78.0941844,3,,POINT (78.0941844 9.9647714)
9.9647687,78.1095213,4,,POINT (78.1095213 9.9647687)
9.9648013,78.0938273,3,,POINT (78.0938273 9.9648013)
9.9648327,78.0934134,4,,POINT (78.0934134 9.9648327)
9.9648579,78.0931177,4,,POINT (78.0931177 9.9648579)
9.9649197,78.095264,3,,POINT (78.095264 9.9649197)
9.9650072,78.0945667,1,,POINT (78.0945667 9.9650072)
9.9651271,78.0953867,3,,POINT (78.0953867 9.9651271)
9.9653675,78.0942348,3,,POINT (78.0942348 9.9653675)
9.9653384,78.0991633,3,,POINT (78.0991633 9.9653384)
9.965452,78.095574,3,,POINT (78.095574 9.965452)
9.9665937,78.11071,1,,POINT (78.11071 9.9665937)
9.9655526,78.109642,4,,POINT (78.109642 9.9655526)
9.9656588,78.09918,4,,POINT (78.09918 9.9656588)
9.9657122,78.0976492,3,,POINT (78.0976492 9.9657122)
9.9657857,78.0949111,3,,POINT (78.0949111 9.9657857)
9.965804,78.0957971,3,,POINT (78.0957971 9.965804)
9.9658603,78.0945781,3,,POINT (78.0945781 9.9658603)
9.9659019,78.1002724,3,,POINT (78.1002724 9.9659019)
9.9660498,78.0974497,3,,POINT (78.0974497 9.9660498)
9.9659771,78.09921,4,,POINT (78.09921 9.9659771)
9.9661333,78.096006,3,,POINT (78.096006 9.9661333)
9.9662312,78.100265,3,,POINT (78.100265 9.9662312)
9.9662607,78.0946234,3,,POINT (78.0946234 9.9662607)
9.9663338,78.0992153,4,,POINT (78.0992153 9.9663338)
9.9663944,78.0972586,3,,POINT (78.0972586 9.9663944)
9.9665021,78.0969062,3,,POINT (78.0969062 9.9665021)
9.9666443,78.0946638,3,,POINT (78.0946638 9.9666443)
9.9666609,78.0842707,1,,POINT (78.0842707 9.9666609)
9.9666873,78.0935303,3,,POINT (78.0935303 9.9666873)
9.9666823,78.0932198,3,,POINT (78.0932198 9.9666823)
9.9666915,78.0929312,4,,POINT (78.0929312 9.9666915)
9.9667183,78.099202,3,,POINT (78.099202 9.9667183)
9.9667437,78.0968741,3,,POINT (78.0968741 9.9667437)
9.9667436,78.0970409,3,,POINT (78.0970409 9.9667436)
9.9669899,78.0845583,1,,POINT (78.0845583 9.9669899)
9.9671136,78.0883956,3,,POINT (78.0883956 9.9671136)
9.9677883,78.0888706,3,,POINT (78.0888706 9.9677883)
9.9677971,78.0850004,3,,POINT (78.0850004 9.9677971)
9.9678794,78.0848303,3,,POINT (78.0848303 9.9678794)
9.9679816,78.084619,3,,POINT (78.084619 9.9679816)
9.9685892,78.0967603,3,,POINT (78.0967603 9.9685892)
9.9684667,78.0974595,1,,POINT (78.0974595 9.9684667)
9.9686195,78.0955976,4,,POINT (78.0955976 9.9686195)
9.9691597,78.084852,3,,POINT (78.084852 9.9691597)
9.969275,78.0830985,3,,POINT (78.0830985 9.969275)
9.9693112,78.0835751,3,,POINT (78.0835751 9.9693112)
9.9696425,78.0974272,4,,POINT (78.0974272 9.9696425)
9.9697063,78.0969906,4,,POINT (78.0969906 9.9697063)
9.9696973,78.0976157,3,,POINT (78.0976157 9.9696973)
9.9697397,78.0830887,4,,POINT (78.0830887 9.9697397)
9.9699075,78.0900612,3,,POINT (78.0900612 9.9699075)
9.9702212,78.0908278,3,,POINT (78.0908278 9.9702212)
9.9702334,78.084172,3,,POINT (78.084172 9.9702334)
9.9705832,78.0842209,3,,POINT (78.0842209 9.9705832)
9.9707418,78.0914384,3,,POINT (78.0914384 9.9707418)
9.970752,78.083435,3,,POINT (78.083435 9.970752)
9.9707462,78.0827426,3,,POINT (78.0827426 9.9707462)
9.9708471,78.0834451,3,,POINT (78.0834451 9.9708471)
9.9708851,78.0993388,1,,POINT (78.0993388 9.9708851)
9.9709067,78.0843139,4,,POINT (78.0843139 9.9709067)
9.9709787,78.0839099,3,,POINT (78.0839099 9.9709787)
9.9710291,78.0988665,3,,POINT (78.0988665 9.9710291)
9.971043,78.0834661,3,,POINT (78.0834661 9.971043)
9.9711439,78.0984163,1,,POINT (78.0984163 9.9711439)
9.9711797,78.0994729,1,,POINT (78.0994729 9.9711797)
9.9712169,78.0980852,1,,POINT (78.0980852 9.9712169)
9.9712334,78.0978476,3,,POINT (78.0978476 9.9712334)
9.9713285,78.098961,4,,POINT (78.098961 9.9713285)
9.9713931,78.0835364,3,,POINT (78.0835364 9.9713931)
9.9714633,78.0984889,1,,POINT (78.0984889 9.9714633)
9.9715404,78.0995233,1,,POINT (78.0995233 9.9715404)
9.9716514,78.0990446,4,,POINT (78.0990446 9.9716514)
9.9718185,78.0984638,1,,POINT (78.0984638 9.9718185)
9.9718708,78.0996127,1,,POINT (78.0996127 9.9718708)
9.971986,78.0991312,4,,POINT (78.0991312 9.971986)
9.9721461,78.0985784,1,,POINT (78.0985784 9.9721461)
9.9721929,78.0997022,1,,POINT (78.0997022 9.9721929)
9.9721869,78.0977495,4,,POINT (78.0977495 9.9721869)
9.9722065,78.0973026,4,,POINT (78.0973026 9.9722065)
9.9723249,78.0992189,4,,POINT (78.0992189 9.9723249)
9.9725563,78.0983408,1,,POINT (78.0983408 9.9725563)
9.972627,78.0977879,3,,POINT (78.0977879 9.972627)
9.972702,78.0946942,3,,POINT (78.0946942 9.972702)
9.9726704,78.0973518,3,,POINT (78.0973518 9.9726704)
9.9727239,78.09933,3,,POINT (78.09933 9.9727239)
9.9731193,78.0974149,3,,POINT (78.0974149 9.9731193)
9.9740464,78.1186576,3,,POINT (78.1186576 9.9740464)
9.9740825,78.1183541,4,,POINT (78.1183541 9.9740825)
9.9741837,78.1204679,3,,POINT (78.1204679 9.9741837)
9.9741729,78.1173826,3,,POINT (78.1173826 9.9741729)
9.974223,78.1169923,3,,POINT (78.1169923 9.974223)
9.9743638,78.119292,3,,POINT (78.119292 9.9743638)
9.974373,78.1159097,3,,POINT (78.1159097 9.974373)
9.9744796,78.1152859,3,,POINT (78.1152859 9.9744796)
9.9745143,78.1150828,3,,POINT (78.1150828 9.9745143)
9.9745856,78.1146656,4,,POINT (78.1146656 9.9745856)
9.9748649,78.1133712,1,,POINT (78.1133712 9.9748649)
9.975083,78.1171034,1,,POINT (78.1171034 9.975083)
9.9751244,78.1162154,1,,POINT (78.1162154 9.9751244)
9.9751514,78.1203734,1,,POINT (78.1203734 9.9751514)
9.9753016,78.1194656,3,,POINT (78.1194656 9.9753016)
9.9755504,78.1206837,3,,POINT (78.1206837 9.9755504)
9.9756807,78.1195521,3,,POINT (78.1195521 9.9756807)
9.9758181,78.1148666,3,,POINT (78.1148666 9.9758181)
9.9762359,78.119688,3,,POINT (78.119688 9.9762359)
9.9763087,78.1191072,3,,POINT (78.1191072 9.9763087)
9.9442488,78.1306101,1,,POINT (78.1306101 9.9442488)
9.9453098,78.1282491,3,,POINT (78.1282491 9.9453098)
9.945649,78.1278382,3,,POINT (78.1278382 9.945649)
9.9457709,78.1274487,3,,POINT (78.1274487 9.9457709)
9.9459012,78.1252605,3,,POINT (78.1252605 9.9459012)
9.9462186,78.1263527,3,,POINT (78.1263527 9.9462186)
9.946441,78.1255684,3,,POINT (78.1255684 9.946441)
9.9465613,78.1294405,4,,POINT (78.1294405 9.9465613)
9.9466552,78.128548,3,,POINT (78.128548 9.9466552)
9.9466849,78.1264728,3,,POINT (78.1264728 9.9466849)
9.9467683,78.1274784,3,,POINT (78.1274784 9.9467683)
9.9468226,78.1260018,4,,POINT (78.1260018 9.9468226)
9.946945,78.1265398,4,,POINT (78.1265398 9.946945)
9.9471633,78.1256703,3,,POINT (78.1256703 9.9471633)
9.9472196,78.1280001,1,,POINT (78.1280001 9.9472196)
9.9473218,78.1294088,3,,POINT (78.1294088 9.9473218)
9.9473535,78.1275244,3,,POINT (78.1275244 9.9473535)
9.9475687,78.1282688,3,,POINT (78.1282688 9.9475687)
9.9475844,78.1267046,4,,POINT (78.1267046 9.9475844)
9.9477427,78.1262302,4,,POINT (78.1262302 9.9477427)
9.9478073,78.1272684,3,,POINT (78.1272684 9.9478073)
9.9478506,78.125753,3,,POINT (78.125753 9.9478506)
9.9478656,78.1283466,3,,POINT (78.1283466 9.9478656)
9.9478826,78.1294267,3,,POINT (78.1294267 9.9478826)
9.9479211,78.1267914,3,,POINT (78.1267914 9.9479211)
9.9479361,78.1283651,3,,POINT (78.1283651 9.9479361)
9.94806,78.1263089,3,,POINT (78.1263089 9.94806)
9.9482093,78.1273765,4,,POINT (78.1273765 9.9482093)
9.9482365,78.1256957,3,,POINT (78.1256957 9.9482365)
9.9482405,78.1235022,3,,POINT (78.1235022 9.9482405)
9.9482834,78.1254502,3,,POINT (78.1254502 9.9482834)
9.9483056,78.125456,3,,POINT (78.125456 9.9483056)
9.9483426,78.1284715,3,,POINT (78.1284715 9.9483426)
9.9483815,78.1228185,3,,POINT (78.1228185 9.9483815)
9.9483516,78.129418,3,,POINT (78.129418 9.9483516)
9.9484691,78.1225638,3,,POINT (78.1225638 9.9484691)
9.9485122,78.1235434,3,,POINT (78.1235434 9.9485122)
9.9485493,78.1255201,3,,POINT (78.1255201 9.9485493)
9.9486099,78.1274842,4,,POINT (78.1274842 9.9486099)
9.9486995,78.1255596,3,,POINT (78.1255596 9.9486995)
9.9487089,78.1218217,3,,POINT (78.1218217 9.9487089)
9.9487677,78.1235821,3,,POINT (78.1235821 9.9487677)
9.9488016,78.12239,1,,POINT (78.12239 9.9488016)
9.9489617,78.1256286,3,,POINT (78.1256286 9.9489617)
9.9489952,78.1236191,3,,POINT (78.1236191 9.9489952)
9.9490191,78.1246439,3,,POINT (78.1246439 9.9490191)
9.9490354,78.1275985,4,,POINT (78.1275985 9.9490354)
9.9490844,78.1248447,1,,POINT (78.1248447 9.9490844)
9.9491154,78.1303054,3,,POINT (78.1303054 9.9491154)
9.9491191,78.12567,3,,POINT (78.12567 9.9491191)
9.9493326,78.1227878,3,,POINT (78.1227878 9.9493326)
9.94943,78.1277046,3,,POINT (78.1277046 9.94943)
9.9495195,78.1257753,4,,POINT (78.1257753 9.9495195)
9.949572,78.1222162,3,,POINT (78.1222162 9.949572)
9.9496387,78.1228573,3,,POINT (78.1228573 9.9496387)
9.9497509,78.1234447,3,,POINT (78.1234447 9.9497509)
9.9497604,78.1280592,3,,POINT (78.1280592 9.9497604)
9.9498256,78.1228997,3,,POINT (78.1228997 9.9498256)
9.949829,78.1278118,3,,POINT (78.1278118 9.949829)
9.9498645,78.1246419,3,,POINT (78.1246419 9.9498645)
9.9499262,78.1258753,3,,POINT (78.1258753 9.9499262)
9.9499819,78.1235192,3,,POINT (78.1235192 9.9499819)
9.9501274,78.1301036,3,,POINT (78.1301036 9.9501274)
9.9502312,78.1310534,3,,POINT (78.1310534 9.9502312)
9.9502516,78.1238002,1,,POINT (78.1238002 9.9502516)
9.9502572,78.124641,3,,POINT (78.124641 9.9502572)
9.9506733,78.1246401,3,,POINT (78.1246401 9.9506733)
9.9507695,78.1260981,4,,POINT (78.1260981 9.9507695)
9.9508007,78.1300548,3,,POINT (78.1300548 9.9508007)
9.9508538,78.1293089,4,,POINT (78.1293089 9.9508538)
9.9509055,78.122636,3,,POINT (78.122636 9.9509055)
9.950931,78.1223289,3,,POINT (78.1223289 9.950931)
9.9509416,78.124927,3,,POINT (78.124927 9.9509416)
9.9509884,78.1216344,3,,POINT (78.1216344 9.9509884)
9.951167,78.1261909,4,,POINT (78.1261909 9.951167)
9.9511708,78.1311755,3,,POINT (78.1311755 9.9511708)
9.9512837,78.1269919,3,,POINT (78.1269919 9.9512837)
9.9512855,78.1253354,3,,POINT (78.1253354 9.9512855)
9.9512882,78.1248825,3,,POINT (78.1248825 9.9512882)
9.9513021,78.1223253,3,,POINT (78.1223253 9.9513021)
9.9513099,78.1231687,4,,POINT (78.1231687 9.9513099)
9.9513222,78.1267576,3,,POINT (78.1267576 9.9513222)
9.9513756,78.1262396,3,,POINT (78.1262396 9.9513756)
9.9514485,78.1223482,3,,POINT (78.1223482 9.9514485)
9.9514686,78.1227436,3,,POINT (78.1227436 9.9514686)
9.9514709,78.124303,3,,POINT (78.124303 9.9514709)
9.9516153,78.1259345,3,,POINT (78.1259345 9.9516153)
9.9516403,78.1390509,3,,POINT (78.1390509 9.9516403)
9.9516459,78.125346,3,,POINT (78.125346 9.9516459)
9.9516756,78.1248279,3,,POINT (78.1248279 9.9516756)
9.9517333,78.1299909,3,,POINT (78.1299909 9.9517333)
9.9518947,78.1259261,3,,POINT (78.1259261 9.9518947)
9.9518971,78.1243122,4,,POINT (78.1243122 9.9518971)
9.9519025,78.1247919,3,,POINT (78.1247919 9.9519025)
9.9519129,78.1239393,4,,POINT (78.1239393 9.9519129)
9.9519148,78.1384316,3,,POINT (78.1384316 9.9519148)
9.9520018,78.1223482,3,,POINT (78.1223482 9.9520018)
9.9520031,78.1220334,3,,POINT (78.1220334 9.9520031)
9.9520463,78.1377227,3,,POINT (78.1377227 9.9520463)
